school_id,record_date,week_number,school_name,type,plan,economy_level,number_students,tuition_rank,school_level,decision_maker_role,geographical_region,tenure_weeks,contract_remaining_weeks,contract_type,recent_contract_change,renewal_count,payment_delay,payment_frequency,recent_price_change,price_sensitivity,discount_applied,active_users_percentage,weekly_active_users,usage_trend,feature_adoption_rate,critical_feature_usage,peak_usage_day,session_duration_avg,session_frequency,idle_user_percentage,usage_consistency,number_messages_to_support,complain_level,support_response_time,support_ticket_trend,tech_savy_level,number_complaints_with_ceo,support_ticket_categories,sentiment,nps_score,nps_trend,sentiment_trend,feedback_participation,positive_feedback_ratio,feature_satisfaction,training_satisfaction,bugs_ratio,ratio_usability,error_rate,page_load_time,historic_complain_ratio,critical_bug_count,workflow_completion_rate,ratio_feature_requests,feature_request_fulfillment,days_since_feature_update,alignment_with_roadmap,competitor_feature_mentions,days_since_admin_login,stakeholder_engagement,training_completion_rate,days_since_cs_contact,meeting_attendance_rate,proactive_contact_ratio,week_of_year,academic_period,days_to_break,budget_cycle_position,is_renewal_period,churn_risk_score,usage_to_complaint_ratio,engagement_trend,health_score,relative_performance,roi_indicator,feature_value_ratio,churned,churn_reason
23,2024-11-23,47,School 23,private,enterprise,medium resource,1184,high,middle,Admin Staff,International,92,3,monthly,0,23,0,monthly,0.0,0.22,1,39.7,94,0.02,38.4,0,5,43,6.8,60.3,0.13,0,0.33,1.1,-0.03,0.59,0,bug,0.55,5,-0.2,-0.04,28.0,0.65,2,2,0.05,0.13,4.9,1561,0.22,0,90.0,0.1,0.36,78,0.94,0,8,0.76,0.43,9,0.97,0.25,47,fall term start,59,depleted,1,0.49,0.64,0.08,1.15,0.68,0.61,0.52,0,
23,2024-11-30,48,School 23,private,enterprise,medium resource,1184,high,middle,Admin Staff,International,93,2,monthly,0,23,0,monthly,0.0,0.22,0,38.7,91,-0.07,38.4,0,5,40,1.6,61.3,0.34,0,0.34,16.1,0.11,0.59,0,bug,0.57,5,0.7,0.02,23.0,0.53,2,2,0.05,0.27,4.9,1934,0.14,0,83.0,0.07,0.1,56,0.65,0,1,0.55,0.85,10,0.63,0.69,48,fall term start,104,planning,1,0.48,0.71,-0.03,1.15,0.75,0.79,0.84,0,
23,2024-12-07,49,School 23,private,enterprise,medium resource,1184,high,middle,Admin Staff,International,94,1,monthly,0,23,0,monthly,0.0,0.22,1,38.7,91,0.07,38.4,0,5,43,8.5,61.3,0.22,0,0.33,8.2,0.08,0.59,0,bug,0.58,5,0.9,0.06,33.0,0.45,2,2,0.05,0.03,4.9,1043,0.21,0,91.0,0.01,0.09,84,0.45,0,13,0.8,0.82,1,0.72,0.57,49,fall mid-term,14,allocated,1,0.48,0.64,-0.08,1.16,0.27,0.24,0.71,0,
23,2024-12-14,50,School 23,private,enterprise,medium resource,1184,high,middle,Admin Staff,International,95,0,monthly,0,23,0,monthly,0.0,0.22,0,43.7,103,0.1,38.4,0,1,44,6.4,56.3,0.49,0,0.34,21.0,0.09,0.59,0,bug,0.58,5,-0.6,-0.06,45.0,0.45,2,2,0.05,0.16,4.9,1834,0.29,0,86.0,0.05,0.48,78,0.83,0,12,0.66,0.65,9,0.65,0.8,50,fall mid-term,8,depleted,1,0.47,0.48,0.0,1.17,0.69,0.27,0.4,0,
23,2024-12-21,51,School 23,private,enterprise,medium resource,1184,high,middle,Admin Staff,International,96,4,monthly,0,24,0,monthly,0.0,0.22,0,47.7,113,-0.08,38.4,0,5,42,1.4,52.3,0.17,2,0.37,19.6,0.11,0.59,0,bug,0.55,5,0.6,-0.03,34.0,0.38,2,2,0.05,0.07,4.9,1716,0.11,0,84.0,0.1,0.36,49,0.84,0,3,0.41,0.92,20,0.53,0.4,51,fall mid-term,93,depleted,1,0.48,0.37,-0.05,1.15,0.78,0.66,0.89,0,
23,2024-12-28,52,School 23,private,enterprise,medium resource,1184,high,middle,Admin Staff,International,97,3,monthly,0,24,0,monthly,0.0,0.22,0,49.7,117,0.06,38.4,1,3,43,9.4,50.3,0.25,0,0.39,2.3,0.02,0.59,0,login,0.5,4,-0.4,-0.06,11.0,0.44,2,2,0.05,0.01,4.9,742,0.01,0,79.0,0.07,0.04,36,0.32,0,4,0.4,0.98,1,0.62,0.54,52,fall mid-term,6,allocated,1,0.5,0.33,-0.06,1.13,0.55,0.67,0.65,0,
23,2025-01-04,1,School 23,private,enterprise,medium resource,1184,high,middle,Admin Staff,International,98,2,monthly,0,24,0,monthly,0.0,0.22,0,49.7,117,0.04,38.4,1,5,46,1.5,50.3,0.38,0,0.37,12.4,-0.12,0.59,0,usability,0.55,5,-0.1,-0.05,23.0,0.58,2,2,0.05,0.02,4.9,1918,0.15,0,92.0,0.0,0.11,35,0.3,0,9,0.45,0.83,13,0.81,0.31,1,winter term start,88,allocated,1,0.48,0.49,0.03,1.16,0.92,0.35,0.79,0,
23,2025-01-11,2,School 23,private,enterprise,medium resource,1184,high,middle,Admin Staff,International,99,1,monthly,0,24,0,monthly,0.0,0.22,0,52.7,124,-0.05,38.4,1,1,43,5.4,47.3,0.22,0,0.4,17.4,-0.1,0.59,1,usability,0.55,5,0.0,-0.05,25.0,0.52,2,2,0.05,0.12,4.9,580,0.04,0,85.0,0.1,0.1,88,0.86,0,4,0.36,0.54,6,0.52,0.75,2,winter term start,51,planning,1,0.48,0.61,0.04,1.15,0.89,0.48,0.54,0,
23,2025-01-18,3,School 23,private,enterprise,medium resource,1184,high,middle,Admin Staff,International,100,0,monthly,0,25,0,monthly,0.0,0.22,0,47.7,113,0.03,38.4,0,5,41,8.5,52.3,0.21,1,0.39,9.3,0.2,0.59,0,feature,0.59,5,0.1,0.07,34.0,0.65,2,2,0.05,0.23,4.9,1859,0.15,0,86.0,0.03,0.45,62,0.93,0,0,0.55,0.44,20,0.52,0.43,3,winter term start,34,depleted,1,0.48,0.6,-0.0,1.16,0.02,0.68,0.6,0,
23,2025-01-25,4,School 23,private,enterprise,medium resource,1184,high,middle,Admin Staff,International,101,4,monthly,0,25,0,monthly,0.0,0.22,1,46.7,110,-0.02,38.4,0,5,39,6.3,53.3,0.35,0,0.37,8.3,0.0,0.59,0,billing,0.58,5,-0.8,-0.03,37.0,0.48,2,2,0.05,0.09,4.9,1951,0.04,0,69.0,0.1,0.4,87,0.04,3,4,0.52,0.84,13,0.91,0.78,4,winter term start,101,planning,1,0.47,0.58,-0.06,1.16,0.12,0.64,0.59,0,
23,2025-02-01,5,School 23,private,enterprise,medium resource,1184,high,middle,Admin Staff,International,102,3,monthly,0,25,0,monthly,0.0,0.22,0,44.7,105,0.07,38.4,1,5,42,9.8,55.3,0.46,2,0.37,23.9,0.05,0.59,0,login,0.54,5,0.9,-0.09,13.0,0.57,2,2,0.05,0.15,4.9,770,0.21,0,79.0,0.06,0.22,76,0.1,1,0,0.54,0.77,10,0.55,0.39,5,winter term start,14,planning,1,0.49,0.67,0.09,1.14,0.14,0.3,0.49,0,
23,2025-02-08,6,School 23,private,enterprise,medium resource,1184,high,middle,Admin Staff,International,103,2,monthly,0,25,0,monthly,0.0,0.22,0,47.7,113,0.0,38.4,0,1,39,6.9,52.3,0.21,0,0.36,14.7,-0.05,0.59,0,billing,0.59,5,0.4,-0.02,23.0,0.7,2,2,0.05,0.11,4.9,1229,0.29,0,68.0,0.19,0.33,56,0.85,0,3,0.62,0.93,0,1.0,0.56,6,winter mid-term,70,allocated,1,0.47,0.8,0.06,1.18,0.38,0.35,0.54,0,
23,2025-02-15,7,School 23,private,enterprise,medium resource,1184,high,middle,Admin Staff,International,104,1,monthly,0,26,0,monthly,0.0,0.22,1,43.7,103,-0.01,38.4,0,5,37,9.3,56.3,0.19,2,0.36,17.1,-0.15,0.59,0,feature,0.57,5,0.4,0.04,22.0,0.58,2,2,0.05,0.19,4.9,1327,0.18,0,88.0,0.01,0.41,33,0.83,1,13,0.59,0.93,6,0.71,0.21,7,winter mid-term,20,allocated,1,0.48,0.9,0.08,1.16,0.42,0.68,0.74,0,
23,2025-02-22,8,School 23,private,enterprise,medium resource,1184,high,middle,Admin Staff,International,105,0,monthly,0,26,0,monthly,0.0,0.22,0,46.7,110,-0.1,38.4,0,1,36,8.7,53.3,0.36,4,0.39,7.7,-0.0,0.59,0,bug,0.61,6,0.4,0.02,18.0,0.56,3,3,0.05,0.12,4.9,660,0.05,0,77.0,0.02,0.07,47,0.76,1,4,0.39,0.46,21,0.63,0.58,8,winter mid-term,87,allocated,1,0.47,0.93,-0.1,1.17,0.58,0.88,0.51,0,
23,2025-03-01,9,School 23,private,enterprise,medium resource,1184,high,middle,Admin Staff,International,106,4,monthly,0,26,0,monthly,0.0,0.22,1,46.7,110,0.09,38.4,1,4,39,2.1,53.3,0.29,5,0.4,9.6,0.09,0.59,0,billing,0.63,6,0.8,0.03,34.0,0.64,3,3,0.05,0.02,4.9,1454,0.24,0,75.0,0.14,0.11,80,0.23,0,4,0.55,0.48,15,0.56,0.28,9,winter mid-term,109,depleted,1,0.47,0.86,-0.0,1.17,0.61,0.72,0.52,0,
23,2025-03-08,10,School 23,private,enterprise,medium resource,1184,high,middle,Admin Staff,International,107,3,monthly,0,26,0,monthly,0.0,0.22,0,42.7,101,0.01,38.4,1,1,36,8.2,57.3,0.39,6,0.39,8.6,0.13,0.59,0,login,0.63,6,0.6,0.09,37.0,0.73,3,3,0.05,0.03,4.9,1035,0.05,0,92.0,0.01,0.29,36,0.29,3,9,0.39,0.95,1,0.89,0.5,10,winter mid-term,12,planning,1,0.47,0.79,-0.02,1.16,0.66,0.26,0.53,0,
24,2024-08-17,33,School 24,private,premium,low resource,1558,high,k-12,Teacher Lead,Southeast,32,15,monthly,0,8,0,monthly,0.0,0.3,0,54.2,169,-0.08,47.6,1,4,21,2.2,45.8,0.19,3,0.03,19.5,0.18,0.78,0,billing,0.59,5,0.0,-0.05,12.0,0.7,2,2,0.02,0.13,1.8,1387,0.18,0,94.0,0.01,0.35,78,0.11,0,6,0.51,0.65,11,0.67,0.7,33,spring mid-term,83,depleted,0,0.4,10.48,-0.09,1.44,0.16,0.43,0.73,0,
24,2024-08-24,34,School 24,private,premium,low resource,1558,high,k-12,Teacher Lead,Southeast,33,14,monthly,1,8,0,monthly,0.0,0.3,0,55.2,172,-0.0,47.6,1,3,18,1.2,44.8,0.16,5,0.02,8.5,0.14,0.78,0,billing,0.62,6,-0.7,-0.1,17.0,0.73,3,3,0.02,0.05,1.8,1019,0.13,0,63.0,0.08,0.23,1,0.55,0,14,0.47,0.41,8,0.68,0.48,34,spring mid-term,26,planning,0,0.39,15.55,0.04,1.46,0.46,0.25,0.56,0,
24,2024-08-31,35,School 24,private,premium,low resource,1558,high,k-12,Teacher Lead,Southeast,34,13,monthly,1,8,0,monthly,0.0,0.3,0,54.2,169,0.09,47.6,1,5,17,9.9,45.8,0.33,4,0.03,3.0,0.2,0.78,0,usability,0.58,5,-0.6,-0.0,22.0,0.56,2,2,0.02,0.06,1.8,1612,0.27,0,90.0,0.08,0.34,67,0.72,0,11,0.39,0.94,10,0.7,0.32,35,spring mid-term,47,depleted,0,0.41,11.96,0.02,1.44,0.27,0.49,0.87,0,
24,2024-09-07,36,School 24,private,premium,low resource,1558,high,k-12,Teacher Lead,Southeast,35,12,monthly,0,8,0,monthly,0.04,0.3,0,53.2,165,0.04,47.6,0,2,20,7.2,46.8,0.44,2,0.1,3.1,-0.17,0.78,0,bug,0.61,6,0.1,-0.03,36.0,0.57,3,3,0.02,0.16,1.8,1980,0.15,0,91.0,0.02,0.01,53,0.37,0,8,0.71,0.43,7,0.68,0.66,36,spring exams,9,planning,0,0.42,4.72,0.07,1.41,0.2,0.38,0.4,0,
24,2024-09-14,37,School 24,private,premium,low resource,1558,high,k-12,Teacher Lead,Southeast,36,11,monthly,0,9,0,monthly,0.0,0.3,0,49.2,153,0.04,47.6,1,3,23,2.8,50.8,0.11,3,0.17,1.3,-0.06,0.78,0,login,0.59,5,-0.0,-0.02,32.0,0.47,2,2,0.02,0.11,1.8,1741,0.0,0,72.0,0.12,0.2,12,0.67,0,10,0.75,0.45,13,0.68,0.42,37,spring exams,62,allocated,0,0.46,3.4,0.09,1.36,0.99,0.62,0.53,0,
24,2024-09-21,38,School 24,private,premium,low resource,1558,high,k-12,Teacher Lead,Southeast,37,10,monthly,0,9,0,monthly,0.0,0.3,0,49.2,153,-0.04,47.6,0,3,21,3.2,50.8,0.25,5,0.24,3.1,-0.09,0.78,0,feature,0.62,6,-0.9,0.1,24.0,0.61,3,3,0.02,0.2,1.8,1766,0.04,0,92.0,0.07,0.37,30,0.79,0,0,0.36,0.68,8,0.96,0.64,38,spring exams,89,allocated,0,0.47,2.7,-0.04,1.34,0.27,0.82,0.57,0,
24,2024-09-28,39,School 24,private,premium,low resource,1558,high,k-12,Teacher Lead,Southeast,38,9,monthly,0,9,0,monthly,0.0,0.3,0,53.2,165,0.07,47.6,1,2,18,3.2,46.8,0.14,10,0.32,22.3,-0.0,0.78,0,login,0.6,6,-0.6,0.04,18.0,0.52,3,3,0.02,0.15,1.8,1208,0.04,0,79.0,0.07,0.05,20,0.78,0,12,0.35,1.0,14,0.91,0.32,39,spring exams,59,allocated,0,0.49,2.35,0.09,1.3,0.14,0.39,0.61,0,
24,2024-10-05,40,School 24,private,premium,low resource,1558,high,k-12,Teacher Lead,Southeast,39,8,monthly,0,9,0,monthly,0.0,0.3,0,52.2,162,-0.02,47.6,0,5,19,2.9,47.8,0.12,11,0.38,20.6,-0.05,0.78,0,usability,0.61,6,0.9,0.05,46.0,0.65,3,3,0.02,0.29,1.8,1367,0.29,0,65.0,0.2,0.22,2,0.13,0,9,0.8,0.66,19,0.82,0.64,40,spring exams,86,depleted,0,0.51,2.47,0.1,1.27,0.85,0.44,0.73,0,
24,2024-10-12,41,School 24,private,premium,low resource,1558,high,k-12,Teacher Lead,Southeast,40,7,monthly,0,10,0,monthly,0.0,0.3,0,51.2,159,-0.07,47.6,0,4,18,9.7,48.8,0.45,5,0.38,2.1,-0.09,0.78,0,usability,0.63,6,0.0,-0.09,42.0,0.49,3,3,0.02,0.01,1.8,1116,0.1,0,73.0,0.01,0.03,27,0.44,0,2,0.47,0.54,13,0.98,0.32,41,summer break,45,planning,1,0.5,1.71,0.09,1.28,0.85,0.7,0.55,0,
24,2024-10-19,42,School 24,private,premium,low resource,1558,high,k-12,Teacher Lead,Southeast,41,6,monthly,0,10,0,monthly,0.0,0.3,0,55.2,172,0.08,47.6,1,5,19,2.8,44.8,0.14,3,0.4,17.6,0.16,0.78,0,feature,0.67,6,-0.1,0.03,12.0,0.62,3,3,0.02,0.05,1.8,1339,0.23,0,95.0,0.04,0.14,25,0.95,3,8,0.56,0.9,8,0.74,0.64,42,summer break,20,depleted,1,0.49,1.06,0.07,1.29,0.23,0.7,0.44,0,
24,2024-10-26,43,School 24,private,premium,low resource,1558,high,k-12,Teacher Lead,Southeast,42,5,monthly,0,10,0,monthly,0.0,0.3,0,52.2,162,-0.06,47.6,0,4,20,1.9,47.8,0.41,2,0.43,14.0,0.18,0.78,0,bug,0.64,6,-0.8,-0.04,22.0,0.75,3,3,0.02,0.23,1.8,1665,0.26,0,83.0,0.11,0.31,61,0.83,0,9,0.45,0.9,6,0.75,0.46,43,summer break,45,depleted,1,0.51,0.7,-0.09,1.26,0.7,0.54,0.55,0,
24,2024-11-02,44,School 24,private,premium,low resource,1558,high,k-12,Teacher Lead,Southeast,43,4,monthly,0,10,0,monthly,0.0,0.3,1,52.2,162,0.07,47.6,0,1,22,3.5,47.8,0.48,1,0.44,16.2,0.03,0.78,0,billing,0.67,6,0.6,0.09,38.0,0.66,3,3,0.02,0.05,1.8,1610,0.29,0,74.0,0.04,0.09,40,0.19,0,7,0.31,0.78,9,0.6,0.67,44,summer break,72,allocated,1,0.51,0.42,0.06,1.26,0.52,0.81,0.51,0,
24,2024-11-09,45,School 24,private,premium,low resource,1558,high,k-12,Teacher Lead,Southeast,44,3,monthly,0,11,0,monthly,0.0,0.3,0,48.2,150,-0.07,47.6,0,3,25,5.9,51.8,0.4,0,0.45,19.2,0.14,0.78,0,usability,0.64,6,-0.7,-0.02,40.0,0.5,3,3,0.02,0.24,1.8,946,0.02,0,70.0,0.06,0.37,72,0.48,0,14,0.39,0.41,15,0.61,0.47,45,fall term start,14,allocated,1,0.53,0.43,-0.02,1.24,0.15,0.4,0.54,0,
24,2024-11-16,46,School 24,private,premium,low resource,1558,high,k-12,Teacher Lead,Southeast,45,2,monthly,0,11,0,monthly,0.0,0.3,0,46.2,144,-0.01,47.6,0,4,28,1.5,53.8,0.35,0,0.46,19.9,-0.02,0.78,0,billing,0.63,6,0.1,-0.0,21.0,0.55,3,3,0.02,0.21,1.8,664,0.04,0,60.0,0.08,0.06,38,0.05,0,9,0.84,0.42,11,0.87,0.52,46,fall term start,10,depleted,1,0.54,0.41,-0.0,1.22,0.3,0.38,0.33,0,
24,2024-11-23,47,School 24,private,premium,low resource,1558,high,k-12,Teacher Lead,Southeast,46,1,monthly,0,11,0,monthly,0.0,0.3,1,48.2,150,0.09,47.6,1,5,30,3.6,51.8,0.44,0,0.46,12.2,0.12,0.78,0,login,0.6,6,-0.8,0.07,35.0,0.47,3,3,0.02,0.17,1.8,1563,0.25,0,80.0,0.13,0.1,16,0.88,0,3,0.68,0.6,16,0.83,0.67,47,fall term start,110,depleted,1,0.54,0.46,-0.02,1.21,0.72,0.3,0.8,0,
24,2024-11-30,48,School 24,private,premium,low resource,1558,high,k-12,Teacher Lead,Southeast,47,0,monthly,0,11,0,monthly,0.0,0.3,1,47.2,147,-0.07,47.6,0,3,29,8.0,52.8,0.49,0,0.48,15.7,-0.03,0.78,0,login,0.57,5,-0.5,-0.06,41.0,0.59,2,2,0.02,0.25,1.8,587,0.04,0,70.0,0.02,0.31,66,0.55,3,11,0.53,0.59,12,0.99,0.6,48,fall term start,84,allocated,1,0.56,0.5,-0.08,1.19,0.09,0.74,0.49,0,
24,2024-12-07,49,School 24,private,premium,low resource,1558,high,k-12,Teacher Lead,Southeast,48,4,monthly,0,12,0,monthly,0.0,0.3,0,51.2,159,-0.07,47.6,0,4,29,2.8,48.8,0.45,0,0.45,22.0,-0.1,0.78,0,bug,0.56,5,-0.3,0.03,20.0,0.47,2,2,0.02,0.27,1.8,975,0.09,0,71.0,0.17,0.46,59,0.98,1,13,0.59,0.41,6,0.54,0.67,49,fall mid-term,97,planning,1,0.54,0.49,-0.04,1.21,0.3,0.25,0.38,0,
24,2024-12-14,50,School 24,private,premium,low resource,1558,high,k-12,Teacher Lead,Southeast,49,3,monthly,0,12,0,monthly,0.0,0.3,0,51.2,159,-0.01,47.6,0,3,29,4.5,48.8,0.16,0,0.42,7.8,-0.05,0.78,0,feature,0.61,6,-0.5,-0.07,44.0,0.57,3,3,0.02,0.26,1.8,809,0.15,0,62.0,0.2,0.19,57,0.35,0,1,0.65,0.51,4,0.87,0.72,50,fall mid-term,21,planning,1,0.52,0.55,0.03,1.25,0.92,0.25,0.51,0,
24,2024-12-21,51,School 24,private,premium,low resource,1558,high,k-12,Teacher Lead,Southeast,50,2,monthly,0,12,0,monthly,0.0,0.3,0,48.2,150,-0.03,47.6,0,4,26,6.0,51.8,0.47,0,0.43,18.1,-0.03,0.78,0,bug,0.56,5,-0.9,0.02,11.0,0.4,2,2,0.02,0.02,1.8,541,0.16,0,67.0,0.13,0.15,16,0.83,0,8,0.33,0.67,7,0.76,0.73,51,fall mid-term,60,depleted,1,0.54,0.63,0.05,1.21,0.28,0.76,0.32,0,
24,2024-12-28,52,School 24,private,premium,low resource,1558,high,k-12,Teacher Lead,Southeast,51,1,monthly,0,12,0,monthly,0.03,0.3,1,49.2,153,0.04,47.6,0,2,23,5.6,50.8,0.47,2,0.45,13.6,0.06,0.78,0,login,0.55,5,0.5,-0.06,10.0,0.43,2,2,0.02,0.26,1.8,1306,0.24,0,67.0,0.2,0.06,81,0.8,0,6,0.79,0.53,14,0.64,0.38,52,fall mid-term,37,planning,1,0.55,0.6,-0.01,1.2,0.26,0.32,0.61,0,
24,2025-01-04,1,School 24,private,premium,low resource,1558,high,k-12,Teacher Lead,Southeast,52,0,monthly,0,13,0,monthly,0.0,0.3,1,44.2,137,-0.05,47.6,0,5,20,7.0,55.8,0.29,0,0.47,16.0,-0.1,0.78,0,feature,0.55,5,0.7,0.05,27.0,0.61,2,2,0.02,0.13,1.8,1364,0.21,0,89.0,0.08,0.04,12,0.55,0,6,0.73,0.67,0,0.54,0.22,1,winter term start,31,allocated,1,0.57,0.54,-0.09,1.18,0.39,0.34,0.89,0,
24,2025-01-11,2,School 24,private,premium,low resource,1558,high,k-12,Teacher Lead,Southeast,53,4,monthly,0,13,0,monthly,0.0,0.3,0,41.2,128,-0.05,47.6,0,3,23,9.1,58.8,0.36,1,0.5,21.0,0.08,0.78,0,usability,0.5,5,-0.8,0.03,40.0,0.6,2,2,0.02,0.29,1.8,694,0.08,0,74.0,0.1,0.34,27,0.79,0,1,0.85,0.84,12,0.97,0.44,2,winter term start,49,planning,1,0.6,0.58,-0.02,1.13,0.09,0.87,0.76,0,
24,2025-01-18,3,School 24,private,premium,low resource,1558,high,k-12,Teacher Lead,Southeast,54,3,monthly,0,13,0,monthly,0.0,0.3,0,46.2,144,-0.03,47.6,1,2,20,7.9,53.8,0.3,0,0.5,22.8,-0.04,0.78,0,feature,0.49,4,-0.9,-0.01,43.0,0.58,2,2,0.02,0.05,1.8,1806,0.27,0,61.0,0.02,0.45,43,0.27,0,0,0.65,0.41,14,0.98,0.49,3,winter term start,49,depleted,1,0.59,0.64,0.03,1.14,0.99,0.3,0.38,0,
24,2025-01-25,4,School 24,private,premium,low resource,1558,high,k-12,Teacher Lead,Southeast,55,2,monthly,0,13,0,monthly,0.0,0.3,0,49.2,153,0.05,47.6,0,5,22,7.5,50.8,0.3,0,0.5,18.7,0.01,0.78,0,bug,0.53,5,0.0,0.03,44.0,0.55,2,2,0.02,0.05,1.8,1968,0.0,0,66.0,0.13,0.29,90,0.59,0,10,0.78,0.77,14,0.79,0.49,4,winter term start,17,planning,1,0.57,0.75,-0.08,1.17,0.7,0.57,0.46,0,
24,2025-02-01,5,School 24,private,premium,low resource,1558,high,k-12,Teacher Lead,Southeast,56,1,monthly,0,14,0,monthly,0.0,0.3,0,53.2,165,-0.05,47.6,0,5,25,1.4,46.8,0.37,0,0.51,23.3,-0.03,0.78,0,feature,0.48,4,0.1,-0.04,20.0,0.56,2,2,0.02,0.27,1.8,690,0.1,0,78.0,0.06,0.02,6,0.06,0,3,0.54,0.8,3,0.57,0.48,5,winter term start,17,planning,1,0.58,0.79,0.03,1.16,0.85,0.89,0.63,0,
24,2025-02-08,6,School 24,private,premium,low resource,1558,high,k-12,Teacher Lead,Southeast,57,0,monthly,0,14,0,monthly,0.0,0.3,0,55.2,172,-0.09,47.6,0,4,26,8.1,44.8,0.33,0,0.5,10.6,0.03,0.78,0,bug,0.48,4,-0.9,-0.09,42.0,0.53,2,2,0.02,0.18,1.8,1510,0.25,0,81.0,0.18,0.32,38,0.53,0,12,0.31,0.56,18,0.79,0.39,6,winter mid-term,111,allocated,1,0.58,0.84,0.03,1.17,0.93,0.57,0.62,0,
24,2025-02-15,7,School 24,private,premium,low resource,1558,high,k-12,Teacher Lead,Southeast,58,4,monthly,0,14,0,monthly,0.0,0.3,0,59.2,184,-0.0,47.6,1,4,25,9.0,40.8,0.49,2,0.5,22.2,-0.04,0.78,0,billing,0.51,5,-1.0,-0.04,14.0,0.56,2,2,0.02,0.08,1.8,1292,0.18,0,93.0,0.11,0.41,70,0.72,2,7,0.81,0.82,14,0.85,0.37,7,winter mid-term,69,allocated,1,0.56,0.76,0.05,1.19,0.98,0.66,0.73,0,
24,2025-02-22,8,School 24,private,premium,low resource,1558,high,k-12,Teacher Lead,Southeast,59,3,monthly,0,14,0,monthly,0.0,0.3,1,60.2,187,-0.02,47.6,1,5,22,3.5,39.8,0.49,2,0.51,18.8,-0.13,0.78,0,login,0.52,5,0.2,0.09,28.0,0.59,2,2,0.02,0.29,1.8,1973,0.15,0,73.0,0.01,0.05,63,0.79,0,0,0.79,0.49,20,0.82,0.49,8,winter mid-term,58,planning,1,0.56,0.65,0.02,1.19,0.85,0.61,0.58,0,
24,2025-03-01,9,School 24,private,premium,low resource,1558,high,k-12,Teacher Lead,Southeast,60,2,monthly,0,15,0,monthly,0.0,0.3,0,63.2,197,-0.06,47.6,1,1,23,8.0,36.8,0.21,0,0.51,14.4,-0.2,0.78,0,bug,0.55,5,-0.9,0.06,36.0,0.4,2,2,0.02,0.13,1.8,666,0.23,0,91.0,0.14,0.1,43,0.6,0,0,0.68,0.74,13,0.86,0.44,9,winter mid-term,29,allocated,1,0.54,0.56,0.04,1.21,0.7,0.27,0.65,0,
24,2025-03-08,10,School 24,private,premium,low resource,1558,high,k-12,Teacher Lead,Southeast,61,1,monthly,0,15,0,monthly,0.0,0.3,1,65.2,203,-0.05,47.6,0,1,25,6.9,34.8,0.33,1,0.49,5.0,-0.02,0.78,0,login,0.51,5,-0.7,0.07,38.0,0.56,2,2,0.02,0.01,1.8,1527,0.19,0,84.0,0.1,0.27,32,0.93,0,1,0.55,1.0,12,0.86,0.43,10,winter mid-term,5,allocated,1,0.54,0.66,-0.07,1.21,0.28,0.57,0.82,0,
25,2024-08-17,33,School 25,private,premium,high resource,1119,high,high,Admin Staff,Southeast,64,9,annual,0,1,0,quarterly,0.0,0.5,0,53.0,118,-0.1,33.1,0,3,39,6.8,47.0,0.49,0,0.14,19.2,0.01,0.69,0,billing,0.65,6,0.9,0.05,48.0,0.62,3,3,0.04,0.11,4.0,538,0.18,0,90.0,0.17,0.12,25,0.24,0,11,0.31,0.82,20,0.57,0.27,33,spring mid-term,88,planning,0,0.44,2.97,-0.08,1.33,1.0,0.59,0.79,0,
25,2024-08-24,34,School 25,private,premium,high resource,1119,high,high,Admin Staff,Southeast,65,8,annual,0,1,0,quarterly,0.0,0.5,0,53.0,118,0.05,33.1,0,4,37,1.1,47.0,0.15,2,0.14,18.4,0.04,0.69,0,billing,0.61,6,0.7,-0.0,15.0,0.54,3,3,0.04,0.01,4.0,1498,0.21,0,84.0,0.02,0.15,29,0.97,3,4,0.68,0.82,3,0.88,0.42,34,spring mid-term,120,depleted,0,0.45,3.1,0.08,1.32,0.65,0.86,0.35,0,
25,2024-08-31,35,School 25,private,premium,high resource,1119,high,high,Admin Staff,Southeast,66,7,annual,0,1,0,annually,0.0,0.5,0,52.0,116,0.02,33.1,1,5,34,7.7,48.0,0.1,0,0.16,5.0,-0.01,0.69,0,feature,0.64,6,-0.1,0.03,38.0,0.47,3,3,0.04,0.01,4.0,1445,0.17,0,82.0,0.18,0.3,68,0.13,3,14,0.63,0.48,18,0.87,0.71,35,spring mid-term,3,planning,1,0.45,2.75,0.1,1.32,0.17,0.85,0.85,0,
25,2024-09-07,36,School 25,private,premium,high resource,1119,high,high,Admin Staff,Southeast,67,6,annual,0,1,0,monthly,0.0,0.5,0,56.0,125,0.03,33.1,0,4,32,3.9,44.0,0.18,1,0.2,13.8,-0.1,0.69,0,usability,0.65,6,0.3,-0.08,24.0,0.54,3,3,0.04,0.25,4.0,1987,0.22,0,74.0,0.16,0.12,38,0.29,0,4,0.5,0.75,2,0.91,0.25,36,spring exams,18,allocated,1,0.45,2.79,-0.04,1.31,0.49,0.75,0.59,0,
